complaint_id,complaint_text,district,local_body_type,local_body_name,ward,categories,priority_score,assigned_department,status,created_at,updated_at
CMP_00916,My land record correction is pending for 5 days. Public safety is at risk.,Ernakulam,Municipality,Muvattupuzha,10,Revenue,42,KL07_REV,Forwarded,26-12-2025,31-12-2025
CMP_00917,The road surface has completely broken near Anganwadi centre after recent rains. Senior citizens and children are affected.,Wayanad,Grama Panchayath,Thariyode,19,Road,45,KL12_ROA,Resolved,19-05-2025,08-06-2025
CMP_00918,Streetlight is not functioning near the primary health centre for the past 11 days. Hoping for a quick resolution.,Kozhikode,Corporation,Kozhikode,16,Electricity,57,KL11_ELE,Forwarded,24-07-2025,27-07-2025
CMP_00919,Frequent power cuts are occurring near railway station since last 14 days. This is causing severe inconvenience to residents.,Alappuzha,Grama Panchayath,Mararikulam North,1,Electricity,74,KL04_ELE,Forwarded,30-03-2025,31-03-2025
CMP_00920,Garbage collection has not been done near railway station for 14 days. This problem becomes worse during night time.,Kannur,Municipality,Payyannur,11,Waste,68,KL13_WAS,Submitted,01-03-2025,01-03-2025
CMP_00921,Encroachment complaint has been ignored for 7 days. This is causing severe inconvenience to residents.,Wayanad,Municipality,Mananthavady,8,Revenue,59,KL12_REV,Forwarded,18-12-2025,19-12-2025
CMP_00922,Electric line is hanging dangerously near the government school. This is causing severe inconvenience to residents.,Kannur,Municipality,Mattannur,4,Electricity,54,KL13_ELE,Submitted,05-10-2025,05-10-2025
CMP_00923,Low water pressure issue is reported near Anganwadi centre for 2 days. Requesting immediate intervention from the concerned department.,Kozhikode,Corporation,Kozhikode,2,Water,60,KL11_WAT,Submitted,20-08-2025,20-08-2025
CMP_00924,Garbage collection has not been done near Anganwadi centre for 10 days. and Garbage accumulation is noticed near the church road for more than 3 days. Public safety is at risk.,Idukki,Municipality,Kattappana,18,"Waste,Health",59,"KL06_WAS,KL06_HEA",Resolved,13-07-2025,29-07-2025
CMP_00925,Property tax details are incorrect in records. We are facing serious difficulty because of this.,Palakkad,Municipality,Chittur-Thathamangalam,4,Revenue,38,KL09_REV,Submitted,09-02-2026,09-02-2026
CMP_00926,People are dumping waste illegally near the mosque area. Please look into this matter urgently.,Kottayam,Municipality,Vaikom,15,Waste,42,KL05_WAS,Submitted,30-08-2025,30-08-2025
CMP_00927,The road surface has completely broken near the mosque area after recent rains. Public safety is at risk.,Palakkad,Municipality,Chittur-Thathamangalam,4,Road,40,KL09_ROA,Forwarded,13-02-2026,14-02-2026
CMP_00928,Waste burning is happening frequently near railway station. and Streetlight is not functioning near the government school for the past 1 days. Public safety is at risk.,Wayanad,Municipality,Mananthavady,14,"Waste,Electricity",54,"KL12_WAS,KL12_ELE",Submitted,31-01-2026,31-01-2026
CMP_00929,Drainage water is overflowing near the bus stand for 3 days. and Transformer is making loud noise and sparking near the government school. This issue has been reported earlier but no action has been taken.,Malappuram,Municipality,Malappuram,1,"Health,Electricity",61,"KL10_HEA,KL10_ELE",Submitted,17-09-2025,17-09-2025
CMP_00930,Plastic waste is scattered everywhere near the temple junction. This issue has been reported earlier but no action has been taken.,Kasaragod,Municipality,Kanhangad,10,Waste,43,KL14_WAS,Forwarded,24-03-2025,26-03-2025
CMP_00931,Garbage collection has not been done near market road for 11 days. and Mosquito breeding is increasing due to stagnant water near railway station. Hoping for a quick resolution.,Alappuzha,Municipality,Chengannur,7,"Waste,Health",59,"KL04_WAS,KL04_HEA",Resolved,19-04-2025,17-05-2025
CMP_00932,Contaminated water is being supplied near the mosque area for the last 7 days. and Street road is damaged badly near the temple junction and accidents may occur. Public safety is at risk.,Kottayam,Grama Panchayath,Mutholi,9,"Water,Road",72,"KL05_WAT,KL05_ROA",Submitted,27-05-2025,27-05-2025
CMP_00933,There has been no drinking water supply in Ward area for the past 1 days. Senior citizens and children are affected.,Malappuram,Grama Panchayath,Edarikkode,7,Water,52,KL10_WAT,Resolved,31-03-2025,14-04-2025
CMP_00934,People are dumping waste illegally near the church road. Kindly take necessary action at the earliest.,Pathanamthitta,Grama Panchayath,Kalanjoor,6,Waste,38,KL03_WAS,Forwarded,27-08-2025,01-09-2025
CMP_00935,Encroachment complaint has been ignored for 14 days. and Frequent power cuts are occurring near the mosque area since last 6 days. This problem becomes worse during night time.,Palakkad,Municipality,Chittur-Thathamangalam,13,"Revenue,Electricity",74,"KL09_REV,KL09_ELE",Resolved,26-12-2025,19-01-2026
CMP_00936,Public toilet condition is extremely unhygienic near railway station. Kindly take necessary action at the earliest.,Kottayam,Municipality,Changanassery,2,Health,39,KL05_HEA,Resolved,01-09-2025,19-09-2025
CMP_00937,Plastic waste is scattered everywhere near the church road. This problem becomes worse during night time.,Kannur,Municipality,Mattannur,17,Waste,43,KL13_WAS,Forwarded,29-04-2025,01-05-2025
CMP_00938,Public toilet condition is extremely unhygienic near market road. Please look into this matter urgently.,Alappuzha,Municipality,Cherthala,20,Health,43,KL04_HEA,Forwarded,12-05-2025,14-05-2025
CMP_00939,Low water pressure issue is reported near the temple junction for 6 days. Hoping for a quick resolution.,Alappuzha,Grama Panchayath,Kandalloor,8,Water,54,KL04_WAT,Submitted,06-11-2025,06-11-2025
CMP_00940,Public toilet condition is extremely unhygienic near the government school. Hoping for a quick resolution.,Malappuram,Municipality,Valanchery,12,Health,39,KL10_HEA,Forwarded,23-01-2026,25-01-2026
CMP_00941,Low water pressure issue is reported in Ward area for 11 days. Kindly take necessary action at the earliest.,Ernakulam,Grama Panchayath,Keezhmad,7,Water,59,KL07_WAT,Submitted,03-09-2025,03-09-2025
CMP_00942,Contaminated water is being supplied near the government school for the last 2 days. and Garbage collection has not been done near the bus stand for 3 days. We are facing serious difficulty because of this.,Thrissur,Municipality,Wadakkanchery,4,"Water,Waste",56,"KL08_WAT,KL08_WAS",Resolved,02-12-2025,05-12-2025
CMP_00943,Frequent power cuts are occurring near the primary health centre since last 6 days. and Contaminated water is being supplied near railway station for the last 14 days. We are facing serious difficulty because of this.,Wayanad,Grama Panchayath,Krishnagiri,13,"Electricity,Water",68,"KL12_ELE,KL12_WAT",Submitted,23-12-2025,23-12-2025
CMP_00944,Property tax details are incorrect in records. This problem becomes worse during night time.,Alappuzha,Grama Panchayath,Puliyoor,14,Revenue,39,KL04_REV,Forwarded,16-03-2025,19-03-2025
CMP_00945,Streetlight is not functioning near the bus stand for the past 7 days. and Public toilet condition is extremely unhygienic near the church road. Kindly take necessary action at the earliest.,Malappuram,Grama Panchayath,Kondotty (Rural),20,"Electricity,Health",59,"KL10_ELE,KL10_HEA",Forwarded,22-04-2025,23-04-2025
CMP_00946,People are dumping waste illegally near the temple junction. This issue has been reported earlier but no action has been taken.,Malappuram,Grama Panchayath,Pandikkad,1,Waste,43,KL10_WAS,Submitted,23-10-2025,23-10-2025
CMP_00947,Frequent power cuts are occurring near the mosque area since last 9 days. Requesting immediate intervention from the concerned department.,Thrissur,Grama Panchayath,Arattupuzha,11,Electricity,67,KL08_ELE,Resolved,22-05-2025,02-06-2025
CMP_00948,Garbage collection has not been done near the bus stand for 8 days. and Building permit application status is not updated for 14 days. Senior citizens and children are affected.,Palakkad,Municipality,Shoranur,2,"Waste,Revenue",55,"KL09_WAS,KL09_REV",Submitted,13-09-2025,13-09-2025
CMP_00949,Garbage collection has not been done near Anganwadi centre for 8 days. This problem becomes worse during night time.,Kottayam,Municipality,Pala,4,Waste,63,KL05_WAS,Resolved,09-04-2025,22-04-2025
CMP_00950,Low water pressure issue is reported near railway station for 1 days. and Street road is damaged badly near market road and accidents may occur. This problem becomes worse during night time.,Alappuzha,Grama Panchayath,Valiyakulam,17,"Water,Road",62,"KL04_WAT,KL04_ROA",Resolved,05-12-2025,24-12-2025
CMP_00951,The road surface has completely broken near the bus stand after recent rains. and There has been no drinking water supply near the church road for the past 12 days. Public safety is at risk.,Kannur,Corporation,Kannur,2,"Road,Water",67,"KL13_ROA,KL13_WAT",Resolved,09-04-2025,09-05-2025
CMP_00952,Streetlight is not functioning near the mosque area for the past 13 days. and My land record correction is pending for 2 days. Hoping for a quick resolution.,Kozhikode,Corporation,Kozhikode,11,"Electricity,Revenue",57,"KL11_ELE,KL11_REV",Forwarded,08-04-2025,13-04-2025
CMP_00953,Frequent power cuts are occurring near the temple junction since last 1 days. and The road surface has completely broken near the primary health centre after recent rains. This is causing severe inconvenience to residents.,Kozhikode,Municipality,Vadakara,3,"Electricity,Road",59,"KL11_ELE,KL11_ROA",Resolved,08-07-2025,14-07-2025
CMP_00954,Garbage accumulation is noticed in Ward area for more than 6 days. Hoping for a quick resolution.,Palakkad,Grama Panchayath,Anakkara,4,Health,54,KL09_HEA,Forwarded,26-06-2025,28-06-2025
CMP_00955,Low water pressure issue is reported near the government school for 1 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Grama Panchayath,Kadampanad,20,Water,60,KL03_WAT,Forwarded,02-02-2026,07-02-2026
CMP_00956,Water leakage is happening continuously near market road for 1 days. This issue has been reported earlier but no action has been taken.,Idukki,Grama Panchayath,Peermade,10,Water,52,KL06_WAT,Submitted,29-10-2025,29-10-2025
CMP_00957,Street road is damaged badly near the church road and accidents may occur. This problem becomes worse during night time.,Malappuram,Grama Panchayath,Areekode,8,Road,50,KL10_ROA,Resolved,24-09-2025,18-10-2025
CMP_00958,Garbage accumulation is noticed near the government school for more than 13 days. Senior citizens and children are affected.,Wayanad,Municipality,Mananthavady,20,Health,63,KL12_HEA,Submitted,28-12-2025,28-12-2025
CMP_00959,Street road is damaged badly near the bus stand and accidents may occur. Please look into this matter urgently.,Kozhikode,Corporation,Kozhikode,17,Road,54,KL11_ROA,Submitted,07-08-2025,07-08-2025
CMP_00960,A large pothole has developed near market road and vehicles are struggling to pass. Requesting immediate intervention from the concerned department.,Malappuram,Municipality,Malappuram,1,Road,43,KL10_ROA,Forwarded,15-09-2025,16-09-2025
CMP_00961,Property tax details are incorrect in records. We are facing serious difficulty because of this.,Idukki,Municipality,Kattappana,4,Revenue,38,KL06_REV,Forwarded,16-08-2025,18-08-2025
CMP_00962,The road surface has completely broken in Ward area after recent rains. Kindly take necessary action at the earliest.,Wayanad,Grama Panchayath,Thariyode,15,Road,37,KL12_ROA,Submitted,09-08-2025,09-08-2025
CMP_00963,Water leakage is happening continuously near the primary health centre for 9 days. We are facing serious difficulty because of this.,Kollam,Grama Panchayath,Kadakkal,8,Water,66,KL02_WAT,Forwarded,02-09-2025,07-09-2025
CMP_00964,Street road is damaged badly near market road and accidents may occur. This issue has been reported earlier but no action has been taken.,Kannur,Municipality,Iritty,19,Road,50,KL13_ROA,Forwarded,02-05-2025,05-05-2025
CMP_00965,Building permit application status is not updated for 14 days. Please look into this matter urgently.,Palakkad,Grama Panchayath,Nallepilly,15,Revenue,56,KL09_REV,Submitted,25-01-2026,25-01-2026
CMP_00966,A large pothole has developed near the government school and vehicles are struggling to pass. Requesting immediate intervention from the concerned department.,Malappuram,Municipality,Tirurangadi,20,Road,43,KL10_ROA,Submitted,20-02-2026,20-02-2026
CMP_00967,Garbage accumulation is noticed near the temple junction for more than 8 days. This is causing severe inconvenience to residents.,Kasaragod,Municipality,Kasaragod,8,Health,71,KL14_HEA,Submitted,30-10-2025,30-10-2025
CMP_00968,Streetlight is not functioning near the bus stand for the past 8 days. Hoping for a quick resolution.,Wayanad,Municipality,Mananthavady,8,Electricity,57,KL12_ELE,Submitted,09-03-2025,09-03-2025
CMP_00969,Streetlight is not functioning near the mosque area for the past 12 days. This problem becomes worse during night time.,Alappuzha,Municipality,Cherthala,15,Electricity,69,KL04_ELE,Forwarded,05-12-2025,10-12-2025
CMP_00970,My land record correction is pending for 8 days. and Public toilet condition is extremely unhygienic near the government school. Please look into this matter urgently.,Thiruvananthapuram,Grama Panchayath,Perumkadavila,6,"Revenue,Health",63,"KL01_REV,KL01_HEA",Resolved,29-06-2025,20-07-2025
CMP_00971,People are dumping waste illegally near the mosque area. This problem becomes worse during night time.,Kottayam,Grama Panchayath,Madappally,20,Waste,43,KL05_WAS,Resolved,14-08-2025,07-09-2025
CMP_00972,Electric line is hanging dangerously near Anganwadi centre. and Building permit application status is not updated for 11 days. This issue has been reported earlier but no action has been taken.,Wayanad,Grama Panchayath,Vengappally,7,"Electricity,Revenue",74,"KL12_ELE,KL12_REV",Resolved,10-01-2026,29-01-2026
CMP_00973,Mosquito breeding is increasing due to stagnant water near the bus stand. Public safety is at risk.,Kottayam,Grama Panchayath,Vakathanam,14,Health,39,KL05_HEA,Submitted,01-04-2025,01-04-2025
CMP_00974,There has been no drinking water supply near the temple junction for the past 13 days. Please look into this matter urgently.,Palakkad,Municipality,Pattambi,8,Water,59,KL09_WAT,Forwarded,14-04-2025,18-04-2025
CMP_00975,Water leakage is happening continuously in Ward area for 14 days. and Encroachment complaint has been ignored for 13 days. Kindly take necessary action at the earliest.,Kottayam,Grama Panchayath,Karoor,6,"Water,Revenue",64,"KL05_WAT,KL05_REV",Resolved,28-08-2025,16-09-2025
CMP_00976,Drainage water is overflowing near market road for 5 days. and A large pothole has developed near the church road and vehicles are struggling to pass. This issue has been reported earlier but no action has been taken.,Thiruvananthapuram,Grama Panchayath,Anad,15,"Health,Road",66,"KL01_HEA,KL01_ROA",Submitted,27-12-2025,27-12-2025
CMP_00977,Transformer is making loud noise and sparking near the primary health centre. and Garbage collection has not been done near railway station for 8 days. We are facing serious difficulty because of this.,Thrissur,Municipality,Irinjalakuda,18,"Electricity,Waste",68,"KL08_ELE,KL08_WAS",Resolved,08-02-2026,16-02-2026
CMP_00978,There has been no drinking water supply near the government school for the past 1 days. Requesting immediate intervention from the concerned department.,Alappuzha,Grama Panchayath,Thiruvanvandoor,8,Water,55,KL04_WAT,Forwarded,03-06-2025,05-06-2025
CMP_00979,Building permit application status is not updated for 8 days. This issue has been reported earlier but no action has been taken.,Kasaragod,Municipality,Kasaragod,13,Revenue,54,KL14_REV,Forwarded,30-06-2025,04-07-2025
CMP_00980,My land record correction is pending for 11 days. Hoping for a quick resolution.,Kollam,Municipality,Punalur,10,Revenue,47,KL02_REV,Forwarded,28-08-2025,31-08-2025
CMP_00981,Frequent power cuts are occurring near the mosque area since last 7 days. This issue has been reported earlier but no action has been taken.,Wayanad,Municipality,Kalpetta,8,Electricity,69,KL12_ELE,Submitted,21-03-2025,21-03-2025
CMP_00982,Building permit application status is not updated for 14 days. and A large pothole has developed in Ward area and vehicles are struggling to pass. This problem becomes worse during night time.,Alappuzha,Grama Panchayath,Thamarakulam,12,"Revenue,Road",70,"KL04_REV,KL04_ROA",Submitted,17-05-2025,17-05-2025
CMP_00983,There has been no drinking water supply near the primary health centre for the past 10 days. Kindly take necessary action at the earliest.,Alappuzha,Grama Panchayath,Mararikulam North,3,Water,55,KL04_WAT,Forwarded,04-03-2025,07-03-2025
CMP_00984,Plastic waste is scattered everywhere near the temple junction. Please look into this matter urgently.,Idukki,Grama Panchayath,Kanthalloor,16,Waste,39,KL06_WAS,Submitted,16-03-2025,16-03-2025
CMP_00985,Contaminated water is being supplied near the bus stand for the last 8 days. Please look into this matter urgently.,Kannur,Grama Panchayath,Mokeri,16,Water,59,KL13_WAT,Resolved,14-06-2025,21-06-2025
CMP_00986,Building permit application status is not updated for 4 days. This is causing severe inconvenience to residents.,Alappuzha,Grama Panchayath,Thazhakkara,15,Revenue,54,KL04_REV,Submitted,31-05-2025,31-05-2025
CMP_00987,Drainage water is overflowing in Ward area for 4 days. and Property tax details are incorrect in records. This is causing severe inconvenience to residents.,Kasaragod,Municipality,Kasaragod,4,"Health,Revenue",66,"KL14_HEA,KL14_REV",Resolved,04-08-2025,15-08-2025
CMP_00988,Encroachment complaint has been ignored for 6 days. We are facing serious difficulty because of this.,Palakkad,Grama Panchayath,Kozhinjampara,2,Revenue,58,KL09_REV,Resolved,15-02-2026,04-03-2026
CMP_00989,The road surface has completely broken near market road after recent rains. Kindly take necessary action at the earliest.,Alappuzha,Grama Panchayath,Karthikappally,14,Road,37,KL04_ROA,Forwarded,27-10-2025,31-10-2025
CMP_00990,Low water pressure issue is reported near the bus stand for 12 days. and Street road is damaged badly near the temple junction and accidents may occur. Hoping for a quick resolution.,Thrissur,Municipality,Guruvayur,14,"Water,Road",72,"KL08_WAT,KL08_ROA",Resolved,14-05-2025,29-05-2025
CMP_00991,Frequent power cuts are occurring near the mosque area since last 14 days. Requesting immediate intervention from the concerned department.,Idukki,Grama Panchayath,Idukki,19,Electricity,72,KL06_ELE,Submitted,23-10-2025,23-10-2025
CMP_00992,Public toilet condition is extremely unhygienic near the mosque area. and Transformer is making loud noise and sparking near the government school. This issue has been reported earlier but no action has been taken.,Palakkad,Grama Panchayath,Nagalassery,18,"Health,Electricity",46,"KL09_HEA,KL09_ELE",Resolved,19-10-2025,04-11-2025
CMP_00993,Road side drainage collapse is creating traffic blockage near the government school. Requesting immediate intervention from the concerned department.,Pathanamthitta,Municipality,Pathanamthitta,14,Road,43,KL03_ROA,Resolved,09-10-2025,04-11-2025
CMP_00994,Road side drainage collapse is creating traffic blockage in Ward area. and Property tax details are incorrect in records. Senior citizens and children are affected.,Wayanad,Municipality,Mananthavady,13,"Road,Revenue",40,"KL12_ROA,KL12_REV",Forwarded,29-06-2025,01-07-2025
CMP_00995,Property tax details are incorrect in records. Hoping for a quick resolution.,Kozhikode,Municipality,Feroke,14,Revenue,27,KL11_REV,Resolved,19-12-2025,28-12-2025
CMP_00996,Low water pressure issue is reported near the government school for 11 days. This problem becomes worse during night time.,Ernakulam,Corporation,Kochi,3,Water,67,KL07_WAT,Resolved,12-12-2025,11-01-2026
CMP_00997,Electric line is hanging dangerously near the bus stand. This problem becomes worse during night time.,Wayanad,Grama Panchayath,Thavinhal,6,Electricity,54,KL12_ELE,Resolved,04-04-2025,09-04-2025
CMP_00998,A large pothole has developed near the primary health centre and vehicles are struggling to pass. Kindly take necessary action at the earliest.,Kasaragod,Grama Panchayath,Mogral Puthur,3,Road,33,KL14_ROA,Submitted,06-05-2025,06-05-2025
CMP_00999,Transformer is making loud noise and sparking near the mosque area. and Property tax details are incorrect in records. This problem becomes worse during night time.,Pathanamthitta,Municipality,Thiruvalla,20,"Electricity,Revenue",49,"KL03_ELE,KL03_REV",Resolved,23-04-2025,13-05-2025
CMP_01000,Encroachment complaint has been ignored for 12 days. This problem becomes worse during night time.,Idukki,Municipality,Thodupuzha,7,Revenue,59,KL06_REV,Submitted,28-08-2025,28-08-2025
CMP_01001,Frequent power cuts are occurring near Anganwadi centre since last 7 days. and Contaminated water is being supplied near the church road for the last 10 days. Public safety is at risk.,Kollam,Municipality,Karunagappally,4,"Electricity,Water",61,"KL02_ELE,KL02_WAT",Resolved,17-10-2025,06-11-2025
CMP_01002,Electric line is hanging dangerously near Anganwadi centre. and The road surface has completely broken near the mosque area after recent rains. We are facing serious difficulty because of this.,Alappuzha,Municipality,Mavelikkara,2,"Electricity,Road",58,"KL04_ELE,KL04_ROA",Submitted,15-11-2025,15-11-2025
CMP_01003,Streetlight is not functioning near the primary health centre for the past 1 days. Senior citizens and children are affected.,Kottayam,Municipality,Ettumanoor,5,Electricity,51,KL05_ELE,Forwarded,02-05-2025,03-05-2025
CMP_01004,Street road is damaged badly near the bus stand and accidents may occur. We are facing serious difficulty because of this.,Idukki,Municipality,Thodupuzha,1,Road,54,KL06_ROA,Resolved,18-05-2025,03-06-2025
CMP_01005,People are dumping waste illegally near the church road. Hoping for a quick resolution.,Ernakulam,Municipality,Koothattukulam,3,Waste,38,KL07_WAS,Forwarded,20-01-2026,22-01-2026
CMP_01006,Waste burning is happening frequently near the primary health centre. This is causing severe inconvenience to residents.,Kottayam,Municipality,Pala,6,Waste,43,KL05_WAS,Resolved,26-08-2025,05-09-2025
CMP_01007,Garbage accumulation is noticed in Ward area for more than 9 days. This problem becomes worse during night time.,Kasaragod,Municipality,Kasaragod,13,Health,71,KL14_HEA,Resolved,25-02-2026,07-03-2026
CMP_01008,There has been no drinking water supply near the church road for the past 4 days. and Encroachment complaint has been ignored for 3 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Municipality,Thiruvalla,3,"Water,Revenue",65,"KL03_WAT,KL03_REV",Submitted,01-02-2026,01-02-2026
CMP_01009,Drainage water is overflowing near the church road for 14 days. We are facing serious difficulty because of this.,Ernakulam,Municipality,Aluva,5,Health,75,KL07_HEA,Resolved,24-08-2025,01-09-2025
CMP_01010,There has been no drinking water supply near Anganwadi centre for the past 13 days. and Frequent power cuts are occurring near the temple junction since last 7 days. This issue has been reported earlier but no action has been taken.,Thrissur,Grama Panchayath,Pananchery,17,"Water,Electricity",69,"KL08_WAT,KL08_ELE",Submitted,01-03-2026,01-03-2026
CMP_01011,There has been no drinking water supply in Ward area for the past 11 days. and A large pothole has developed near railway station and vehicles are struggling to pass. Senior citizens and children are affected.,Kasaragod,Grama Panchayath,Thrikkaripur,4,"Water,Road",67,"KL14_WAT,KL14_ROA",Resolved,10-10-2025,23-10-2025
CMP_01012,People are dumping waste illegally near the mosque area. Senior citizens and children are affected.,Kasaragod,Municipality,Nileshwar,19,Waste,43,KL14_WAS,Resolved,21-09-2025,29-09-2025
CMP_01013,Building permit application status is not updated for 8 days. We are facing serious difficulty because of this.,Kottayam,Grama Panchayath,Vellavoor,11,Revenue,58,KL05_REV,Forwarded,11-03-2025,13-03-2025
CMP_01014,My land record correction is pending for 5 days. We are facing serious difficulty because of this.,Kottayam,Municipality,Vaikom,18,Revenue,53,KL05_REV,Submitted,05-03-2025,05-03-2025
CMP_01015,Electric line is hanging dangerously near the mosque area. Public safety is at risk.,Kozhikode,Grama Panchayath,Maniyur,12,Electricity,49,KL11_ELE,Resolved,13-02-2026,09-03-2026
CMP_01016,Public toilet condition is extremely unhygienic near the bus stand. This problem becomes worse during night time.,Idukki,Grama Panchayath,Vannappuram,5,Health,51,KL06_HEA,Submitted,07-09-2025,07-09-2025
CMP_01017,Mosquito breeding is increasing due to stagnant water near the temple junction. and Waste burning is happening frequently near the church road. Public safety is at risk.,Idukki,Municipality,Thodupuzha,4,"Health,Waste",46,"KL06_HEA,KL06_WAS",Submitted,18-06-2025,18-06-2025
CMP_01018,Drainage water is overflowing near Anganwadi centre for 1 days. Senior citizens and children are affected.,Wayanad,Grama Panchayath,Thavinhal,2,Health,53,KL12_HEA,Forwarded,31-05-2025,05-06-2025
CMP_01019,Water leakage is happening continuously near Anganwadi centre for 4 days. and Building permit application status is not updated for 5 days. Senior citizens and children are affected.,Thiruvananthapuram,Corporation,Thiruvananthapuram,10,"Water,Revenue",54,"KL01_WAT,KL01_REV",Submitted,02-06-2025,02-06-2025
CMP_01020,Drainage water is overflowing near the temple junction for 11 days. This issue has been reported earlier but no action has been taken.,Alappuzha,Grama Panchayath,Cherthala South,8,Health,66,KL04_HEA,Submitted,27-08-2025,27-08-2025
CMP_01021,Street road is damaged badly near railway station and accidents may occur. This is causing severe inconvenience to residents.,Kollam,Corporation,Kollam,5,Road,50,KL02_ROA,Submitted,24-01-2026,24-01-2026
CMP_01022,Frequent power cuts are occurring near the primary health centre since last 5 days. Kindly take necessary action at the earliest.,Kollam,Municipality,Kottarakkara,14,Electricity,52,KL02_ELE,Submitted,27-05-2025,27-05-2025
CMP_01023,Building permit application status is not updated for 4 days. Kindly take necessary action at the earliest.,Alappuzha,Municipality,Chengannur,7,Revenue,42,KL04_REV,Forwarded,20-06-2025,25-06-2025
CMP_01024,Building permit application status is not updated for 13 days. Requesting immediate intervention from the concerned department.,Alappuzha,Municipality,Kayamkulam,16,Revenue,50,KL04_REV,Forwarded,15-02-2026,20-02-2026
CMP_01025,Road side drainage collapse is creating traffic blockage near the bus stand. and Property tax details are incorrect in records. Hoping for a quick resolution.,Palakkad,Municipality,Shoranur,5,"Road,Revenue",33,"KL09_ROA,KL09_REV",Submitted,16-01-2026,16-01-2026
CMP_01026,Plastic waste is scattered everywhere near the bus stand. Hoping for a quick resolution.,Thiruvananthapuram,Grama Panchayath,Kattakada,4,Waste,31,KL01_WAS,Forwarded,27-04-2025,01-05-2025
CMP_01027,A large pothole has developed near Anganwadi centre and vehicles are struggling to pass. and People are dumping waste illegally near the government school. Hoping for a quick resolution.,Wayanad,Municipality,Kalpetta,4,"Road,Waste",45,"KL12_ROA,KL12_WAS",Submitted,22-02-2026,22-02-2026
CMP_01028,People are dumping waste illegally near the government school. Kindly take necessary action at the earliest.,Thrissur,Grama Panchayath,Paralam,1,Waste,38,KL08_WAS,Forwarded,06-07-2025,07-07-2025
CMP_01029,There has been no drinking water supply near Anganwadi centre for the past 1 days. and Electric line is hanging dangerously near the bus stand. This problem becomes worse during night time.,Kollam,Corporation,Kollam,2,"Water,Electricity",64,"KL02_WAT,KL02_ELE",Submitted,06-09-2025,06-09-2025
CMP_01030,Encroachment complaint has been ignored for 10 days. Requesting immediate intervention from the concerned department.,Palakkad,Grama Panchayath,Thrikkadeeri,12,Revenue,62,KL09_REV,Forwarded,12-10-2025,13-10-2025
CMP_01031,A large pothole has developed near the government school and vehicles are struggling to pass. This issue has been reported earlier but no action has been taken.,Thrissur,Municipality,Chalakudy,4,Road,45,KL08_ROA,Resolved,08-12-2025,17-12-2025
CMP_01032,Encroachment complaint has been ignored for 2 days. We are facing serious difficulty because of this.,Palakkad,Municipality,Cherpulassery,4,Revenue,53,KL09_REV,Resolved,01-12-2025,30-12-2025
CMP_01033,Garbage accumulation is noticed near the bus stand for more than 2 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Grama Panchayath,Kadampanad,16,Health,52,KL03_HEA,Forwarded,01-04-2025,04-04-2025
CMP_01034,Contaminated water is being supplied near the primary health centre for the last 13 days. This issue has been reported earlier but no action has been taken.,Alappuzha,Municipality,Haripad,8,Water,62,KL04_WAT,Resolved,19-11-2025,15-12-2025
CMP_01035,Electric line is hanging dangerously near railway station. Hoping for a quick resolution.,Kannur,Grama Panchayath,Kankol-Alappadamba,18,Electricity,46,KL13_ELE,Forwarded,27-02-2026,01-03-2026
CMP_01036,People are dumping waste illegally near the church road. Kindly take necessary action at the earliest.,Thrissur,Corporation,Thrissur,13,Waste,38,KL08_WAS,Resolved,11-05-2025,04-06-2025
CMP_01037,Low water pressure issue is reported near railway station for 3 days. and Road side drainage collapse is creating traffic blockage near the church road. Senior citizens and children are affected.,Kannur,Grama Panchayath,Keezhallur,8,"Water,Road",62,"KL13_WAT,KL13_ROA",Resolved,06-01-2026,11-01-2026
CMP_01038,A large pothole has developed near the primary health centre and vehicles are struggling to pass. and Streetlight is not functioning near the bus stand for the past 11 days. We are facing serious difficulty because of this.,Thiruvananthapuram,Grama Panchayath,Kudappanakunnu,5,"Road,Electricity",73,"KL01_ROA,KL01_ELE",Resolved,09-12-2025,14-12-2025
CMP_01039,Waste burning is happening frequently near the temple junction. We are facing serious difficulty because of this.,Alappuzha,Grama Panchayath,Karthikappally,7,Waste,47,KL04_WAS,Submitted,12-11-2025,12-11-2025
CMP_01040,The road surface has completely broken near the bus stand after recent rains. Senior citizens and children are affected.,Ernakulam,Corporation,Kochi,3,Road,45,KL07_ROA,Forwarded,30-12-2025,31-12-2025
CMP_01041,Contaminated water is being supplied near the government school for the last 11 days. and Drainage water is overflowing near railway station for 12 days. Hoping for a quick resolution.,Kottayam,Municipality,Erattupetta,1,"Water,Health",59,"KL05_WAT,KL05_HEA",Submitted,06-01-2026,06-01-2026
CMP_01042,Garbage collection has not been done near the primary health centre for 8 days. This is causing severe inconvenience to residents.,Pathanamthitta,Municipality,Thiruvalla,11,Waste,63,KL03_WAS,Resolved,23-06-2025,02-07-2025
CMP_01043,Contaminated water is being supplied near the church road for the last 1 days. This problem becomes worse during night time.,Kottayam,Grama Panchayath,Erumeli,7,Water,57,KL05_WAT,Submitted,30-05-2025,30-05-2025
