complaint_id,complaint_text,district,local_body_type,local_body_name,ward,categories,priority_score,assigned_department,status,created_at,updated_at
CMP_00508,I am writing to bring attention to an issue in our locality. water availability has reduced significantly in our locality residents are struggling to manage daily household activities This has led to a situation where it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.,Kannur,Municipality,Anthoor,2,water,55,KL13_WAT,Forwarded,29-09-2025,30-09-2025
CMP_00509,"I am writing to bring attention to an issue in our locality. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Due to this issue, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Kottayam,Municipality,Erattupetta,2,waste,47,KL05_WAS,Resolved,07-08-2025,24-08-2025
CMP_00510,I would like to report a problem that has been ongoing for some time. This has led to a situation where this is affecting health and safety of the people Please look into this matter urgently and resolve it.,Thiruvananthapuram,Municipality,Nedumangad,12,health,50,KL01_HEA,Resolved,09-08-2025,25-08-2025
CMP_00511,"I am writing to bring attention to an issue in our locality. we are facing continuous outages without any notice electricity supply is very unreliable in this area waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Due to this issue, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kozhikode,Grama Panchayath,Thiruvambady,7,"electricity,waste",47,"KL11_ELE,KL11_WAS",Resolved,11-03-2025,21-03-2025
CMP_00512,"We are facing difficulties in our area and need help. many parts of the street are broken and causing trouble for vehicles the roads in our area have become extremely damaged with deep potholes As a result, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Malappuram,Municipality,Manjeri,18,road,41,KL10_ROA,Resolved,05-07-2025,10-07-2025
CMP_00513,"I am writing to bring attention to an issue in our locality. Because of this, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kottayam,Municipality,Pala,19,"health,revenue",63,"KL05_HEA,KL05_REV",Submitted,30-06-2025,30-06-2025
CMP_00514,I would like to report a problem that has been ongoing for some time. many parts of the street are broken and causing trouble for vehicles people are finding it difficult to travel due to poor road condition This has led to a situation where people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.,Kasaragod,Municipality,Kanhangad,14,road,54,KL14_ROA,Resolved,16-12-2025,21-12-2025
CMP_00515,"This complaint is regarding a serious problem we are facing. people are finding it difficult to travel due to poor road condition the roads in our area have become extremely damaged with deep potholes we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances Because of this, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kollam,Corporation,Kollam,11,"road,electricity",54,"KL02_ROA,KL02_ELE",Resolved,06-12-2025,05-01-2026
CMP_00516,"I am writing to bring attention to an issue in our locality. we are not getting proper water supply for the past few days water availability has reduced significantly in our locality Due to this issue, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Thiruvananthapuram,Grama Panchayath,Kottukal,9,"health,water",69,"KL01_HEA,KL01_WAT",Resolved,17-07-2025,09-08-2025
CMP_00517,"This complaint is regarding a serious problem we are facing. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day As a result, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Kannur,Corporation,Kannur,20,electricity,57,KL13_ELE,Submitted,18-12-2025,18-12-2025
CMP_00518,"I am writing to bring attention to an issue in our locality. residents are struggling to manage daily household activities water availability has reduced significantly in our locality the roads in our area have become extremely damaged with deep potholes people are finding it difficult to travel due to poor road condition As a result, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Wayanad,Grama Panchayath,Vengappally,14,"water,road",57,"KL12_WAT,KL12_ROA",Resolved,22-12-2025,05-01-2026
CMP_00519,"I am writing to bring attention to an issue in our locality. the area has become very unhygienic and smells bad garbage has not been collected for many days Due to this issue, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Thiruvananthapuram,Grama Panchayath,Mudakkal,11,"health,waste",66,"KL01_HEA,KL01_WAS",Resolved,06-01-2026,22-01-2026
CMP_00520,I am writing to bring attention to an issue in our locality. This has led to a situation where many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.,Wayanad,Grama Panchayath,Noolpuzha,19,revenue,59,KL12_REV,Forwarded,06-09-2025,11-09-2025
CMP_00521,This complaint is regarding a serious problem we are facing. This has led to a situation where this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.,Ernakulam,Corporation,Kochi,4,health,58,KL07_HEA,Submitted,09-10-2025,09-10-2025
CMP_00522,"I would like to report a problem that has been ongoing for some time. residents are struggling to manage daily household activities sometimes there is no water at all during important hours Because of this, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Pathanamthitta,Grama Panchayath,Ezhamkulam,4,water,61,KL03_WAT,Submitted,31-10-2025,31-10-2025
CMP_00523,"I would like to report a problem that has been ongoing for some time. water availability has reduced significantly in our locality we are not getting proper water supply for the past few days there are frequent power cuts happening throughout the day electricity supply is very unreliable in this area Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Malappuram,Grama Panchayath,Pandikkad,2,"water,electricity",74,"KL10_WAT,KL10_ELE",Submitted,18-11-2025,18-11-2025
CMP_00524,"We are facing difficulties in our area and need help. the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days sometimes there is no water at all during important hours residents are struggling to manage daily household activities As a result, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Thrissur,Grama Panchayath,Orumanayur,13,"road,water",62,"KL08_ROA,KL08_WAT",Forwarded,24-03-2025,28-03-2025
CMP_00525,"I am writing to bring attention to an issue in our locality. Because of this, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Palakkad,Municipality,Cherpulassery,8,revenue,47,KL09_REV,Submitted,02-01-2026,02-01-2026
CMP_00526,We are facing difficulties in our area and need help. sanitation services are not working properly waste is piling up near houses and roadsides This has led to a situation where people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.,Malappuram,Grama Panchayath,Areekode,19,waste,43,KL10_WAS,Resolved,15-12-2025,27-12-2025
CMP_00527,"I am writing to bring attention to an issue in our locality. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice the area has become very unhygienic and smells bad garbage has not been collected for many days As a result, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Alappuzha,Municipality,Alappuzha,5,"electricity,waste",49,"KL04_ELE,KL04_WAS",Resolved,11-10-2025,25-10-2025
CMP_00528,"This complaint is regarding a serious problem we are facing. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day As a result, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Thiruvananthapuram,Corporation,Thiruvananthapuram,11,electricity,61,KL01_ELE,Forwarded,03-05-2025,08-05-2025
CMP_00529,"This complaint is regarding a serious problem we are facing. water availability has reduced significantly in our locality residents are struggling to manage daily household activities As a result, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Kottayam,Grama Panchayath,Erumeli,1,water,61,KL05_WAT,Forwarded,09-12-2025,14-12-2025
CMP_00530,"I would like to report a problem that has been ongoing for some time. sometimes there is no water at all during important hours water availability has reduced significantly in our locality Due to this issue, many families are struggling because of this situation Immediate action would be highly appreciated.",Kollam,Municipality,Karunagappally,1,water,52,KL02_WAT,Submitted,08-02-2026,08-02-2026
CMP_00531,"This complaint is regarding a serious problem we are facing. the situation has become worse especially during rainy days the roads in our area have become extremely damaged with deep potholes voltage fluctuations are damaging our home appliances electricity supply is very unreliable in this area Due to this issue, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kozhikode,Corporation,Kozhikode,1,"road,electricity",63,"KL11_ROA,KL11_ELE",Forwarded,09-11-2025,11-11-2025
CMP_00532,"We are facing difficulties in our area and need help. Due to this issue, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Idukki,Municipality,Thodupuzha,8,health,50,KL06_HEA,Submitted,12-06-2025,12-06-2025
CMP_00533,"This complaint is regarding a serious problem we are facing. the situation has become worse especially during rainy days people are finding it difficult to travel due to poor road condition As a result, many families are struggling because of this situation Immediate action would be highly appreciated.",Kasaragod,Grama Panchayath,Ajanur,5,road,50,KL14_ROA,Submitted,02-06-2025,02-06-2025
CMP_00534,"We are facing difficulties in our area and need help. water availability has reduced significantly in our locality sometimes there is no water at all during important hours the area has become very unhygienic and smells bad sanitation services are not working properly Due to this issue, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Idukki,Municipality,Kattappana,3,"water,waste",67,"KL06_WAT,KL06_WAS",Resolved,17-05-2025,01-06-2025
CMP_00535,"I would like to report a problem that has been ongoing for some time. the situation has become worse especially during rainy days the roads in our area have become extremely damaged with deep potholes electricity supply is very unreliable in this area we are facing continuous outages without any notice As a result, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Thrissur,Corporation,Thrissur,15,"road,electricity",54,"KL08_ROA,KL08_ELE",Submitted,31-08-2025,31-08-2025
CMP_00536,"This complaint is regarding a serious problem we are facing. sanitation services are not working properly the area has become very unhygienic and smells bad sometimes there is no water at all during important hours residents are struggling to manage daily household activities Due to this issue, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Alappuzha,Grama Panchayath,Mannar,15,"waste,water",67,"KL04_WAS,KL04_WAT",Submitted,30-05-2025,30-05-2025
CMP_00537,"I would like to report a problem that has been ongoing for some time. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day Due to this issue, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Thrissur,Corporation,Thrissur,3,electricity,50,KL08_ELE,Resolved,29-10-2025,13-11-2025
CMP_00538,We are facing difficulties in our area and need help. people are finding it difficult to travel due to poor road condition many parts of the street are broken and causing trouble for vehicles This has led to a situation where it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.,Thiruvananthapuram,Municipality,Neyyattinkara,6,road,45,KL01_ROA,Forwarded,16-07-2025,19-07-2025
CMP_00539,"We are facing difficulties in our area and need help. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Thrissur,Municipality,Kodungallur,19,"health,waste",46,"KL08_HEA,KL08_WAS",Resolved,30-01-2026,19-02-2026
CMP_00540,"I am writing to bring attention to an issue in our locality. voltage fluctuations are damaging our home appliances electricity supply is very unreliable in this area Because of this, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Thiruvananthapuram,Municipality,Neyyattinkara,8,electricity,52,KL01_ELE,Forwarded,12-10-2025,15-10-2025
CMP_00541,This complaint is regarding a serious problem we are facing. sometimes there is no water at all during important hours we are not getting proper water supply for the past few days This has led to a situation where it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.,Wayanad,Grama Panchayath,Thariyode,5,water,59,KL12_WAT,Resolved,23-02-2026,22-03-2026
CMP_00542,"I am writing to bring attention to an issue in our locality. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Kasaragod,Municipality,Nileshwar,9,electricity,37,KL14_ELE,Submitted,02-05-2025,02-05-2025
CMP_00543,We are facing difficulties in our area and need help. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day This has led to a situation where this is affecting health and safety of the people Please look into this matter urgently and resolve it.,Kannur,Corporation,Kannur,13,"revenue,electricity",69,"KL13_REV,KL13_ELE",Submitted,14-06-2025,14-06-2025
CMP_00544,"This complaint is regarding a serious problem we are facing. we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances sanitation services are not working properly waste is piling up near houses and roadsides As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Ernakulam,Corporation,Kochi,8,"electricity,waste",64,"KL07_ELE,KL07_WAS",Submitted,29-10-2025,29-10-2025
CMP_00545,"We are facing difficulties in our area and need help. water availability has reduced significantly in our locality we are not getting proper water supply for the past few days As a result, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Idukki,Municipality,Kattappana,20,"health,water",67,"KL06_HEA,KL06_WAT",Submitted,02-03-2025,02-03-2025
CMP_00546,"We are facing difficulties in our area and need help. garbage has not been collected for many days waste is piling up near houses and roadsides Because of this, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Malappuram,Grama Panchayath,Vettom,14,waste,43,KL10_WAS,Submitted,26-08-2025,26-08-2025
CMP_00547,"We are facing difficulties in our area and need help. we are not getting proper water supply for the past few days residents are struggling to manage daily household activities Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Kannur,Grama Panchayath,Cherukunnu,14,water,57,KL13_WAT,Submitted,13-01-2026,13-01-2026
CMP_00548,"I am writing to bring attention to an issue in our locality. As a result, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Wayanad,Municipality,Mananthavady,6,revenue,47,KL12_REV,Resolved,13-12-2025,11-01-2026
CMP_00549,"We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances we are facing continuous outages without any notice Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Thiruvananthapuram,Corporation,Thiruvananthapuram,5,electricity,57,KL01_ELE,Forwarded,14-11-2025,19-11-2025
CMP_00550,"I am writing to bring attention to an issue in our locality. people are finding it difficult to travel due to poor road condition the roads in our area have become extremely damaged with deep potholes Due to this issue, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Ernakulam,Grama Panchayath,Asamannoor,12,road,40,KL07_ROA,Resolved,06-08-2025,27-08-2025
CMP_00551,"I am writing to bring attention to an issue in our locality. the situation has become worse especially during rainy days the roads in our area have become extremely damaged with deep potholes Due to this issue, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Ernakulam,Corporation,Kochi,7,road,45,KL07_ROA,Resolved,05-06-2025,15-06-2025
CMP_00552,"We are facing difficulties in our area and need help. there are frequent power cuts happening throughout the day voltage fluctuations are damaging our home appliances As a result, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Kottayam,Grama Panchayath,Pallikkathode,15,electricity,54,KL05_ELE,Submitted,18-01-2026,18-01-2026
CMP_00553,"I am writing to bring attention to an issue in our locality. the area has become very unhygienic and smells bad garbage has not been collected for many days As a result, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Wayanad,Municipality,Sulthan Bathery,5,waste,31,KL12_WAS,Resolved,22-06-2025,28-06-2025
CMP_00554,"I am writing to bring attention to an issue in our locality. sometimes there is no water at all during important hours water availability has reduced significantly in our locality Due to this issue, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kottayam,Grama Panchayath,Panachikkad,15,"water,revenue",60,"KL05_WAT,KL05_REV",Resolved,17-07-2025,30-07-2025
CMP_00555,"I would like to report a problem that has been ongoing for some time. sanitation services are not working properly garbage has not been collected for many days Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Kollam,Grama Panchayath,Kalluvathukkal,5,waste,63,KL02_WAS,Resolved,11-11-2025,18-11-2025
CMP_00556,"This complaint is regarding a serious problem we are facing. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad people are finding it difficult to travel due to poor road condition many parts of the street are broken and causing trouble for vehicles Due to this issue, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Ernakulam,Municipality,Maradu,2,"waste,road",64,"KL07_WAS,KL07_ROA",Resolved,08-10-2025,18-10-2025
CMP_00557,"This complaint is regarding a serious problem we are facing. electricity supply is very unreliable in this area voltage fluctuations are damaging our home appliances Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Alappuzha,Grama Panchayath,Chunakkara,11,"electricity,revenue",52,"KL04_ELE,KL04_REV",Forwarded,30-04-2025,01-05-2025
CMP_00558,"This complaint is regarding a serious problem we are facing. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Due to this issue, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Kannur,Corporation,Kannur,15,waste,41,KL13_WAS,Forwarded,02-03-2025,04-03-2025
CMP_00559,I would like to report a problem that has been ongoing for some time. there are frequent power cuts happening throughout the day voltage fluctuations are damaging our home appliances This has led to a situation where people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.,Kozhikode,Municipality,Payyoli,14,electricity,54,KL11_ELE,Forwarded,03-03-2025,06-03-2025
CMP_00560,"This complaint is regarding a serious problem we are facing. voltage fluctuations are damaging our home appliances there are frequent power cuts happening throughout the day Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Thrissur,Grama Panchayath,Desamangalam,1,electricity,50,KL08_ELE,Forwarded,18-02-2026,23-02-2026
CMP_00561,I am writing to bring attention to an issue in our locality. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad This has led to a situation where many families are struggling because of this situation Please look into this matter urgently and resolve it.,Alappuzha,Grama Panchayath,Ramankary,9,waste,41,KL04_WAS,Forwarded,01-01-2026,03-01-2026
CMP_00562,"This complaint is regarding a serious problem we are facing. As a result, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Wayanad,Municipality,Kalpetta,11,revenue,57,KL12_REV,Submitted,02-12-2025,02-12-2025
CMP_00563,"I am writing to bring attention to an issue in our locality. As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Palakkad,Municipality,Cherpulassery,12,revenue,39,KL09_REV,Submitted,20-12-2025,20-12-2025
CMP_00564,"This complaint is regarding a serious problem we are facing. sometimes there is no water at all during important hours water availability has reduced significantly in our locality Because of this, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Alappuzha,Municipality,Mavelikkara,19,water,67,KL04_WAT,Submitted,29-01-2026,29-01-2026
CMP_00565,I would like to report a problem that has been ongoing for some time. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad people are finding it difficult to travel due to poor road condition many parts of the street are broken and causing trouble for vehicles This has led to a situation where many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.,Thiruvananthapuram,Municipality,Varkala,16,"waste,road",44,"KL01_WAS,KL01_ROA",Forwarded,18-02-2026,19-02-2026
CMP_00566,"I am writing to bring attention to an issue in our locality. Due to this issue, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Malappuram,Municipality,Kondotty,2,revenue,54,KL10_REV,Submitted,04-11-2025,04-11-2025
CMP_00567,"I would like to report a problem that has been ongoing for some time. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice Because of this, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Thiruvananthapuram,Grama Panchayath,Kadinamkulam,9,"health,electricity",70,"KL01_HEA,KL01_ELE",Submitted,03-11-2025,03-11-2025
CMP_00568,"We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances we are facing continuous outages without any notice Because of this, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Alappuzha,Municipality,Kayamkulam,6,electricity,55,KL04_ELE,Resolved,10-11-2025,03-12-2025
CMP_00569,"I am writing to bring attention to an issue in our locality. many parts of the street are broken and causing trouble for vehicles the roads in our area have become extremely damaged with deep potholes sometimes there is no water at all during important hours we are not getting proper water supply for the past few days Due to this issue, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Idukki,Grama Panchayath,Santhanpara,20,"road,water",67,"KL06_ROA,KL06_WAT",Submitted,18-09-2025,18-09-2025
CMP_00570,"I would like to report a problem that has been ongoing for some time. we are facing continuous outages without any notice there are frequent power cuts happening throughout the day Because of this, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Kollam,Corporation,Kollam,5,electricity,54,KL02_ELE,Resolved,07-07-2025,31-07-2025
CMP_00571,"I would like to report a problem that has been ongoing for some time. As a result, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Wayanad,Grama Panchayath,Kottathara,4,health,51,KL12_HEA,Resolved,26-09-2025,18-10-2025
CMP_00572,I would like to report a problem that has been ongoing for some time. there are frequent power cuts happening throughout the day voltage fluctuations are damaging our home appliances This has led to a situation where it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.,Thrissur,Municipality,Kodungallur,9,electricity,57,KL08_ELE,Forwarded,12-10-2025,17-10-2025
CMP_00573,"I would like to report a problem that has been ongoing for some time. sometimes there is no water at all during important hours residents are struggling to manage daily household activities Due to this issue, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Kasaragod,Municipality,Kasaragod,20,water,70,KL14_WAT,Submitted,21-11-2025,21-11-2025
CMP_00574,"This complaint is regarding a serious problem we are facing. there are frequent power cuts happening throughout the day electricity supply is very unreliable in this area As a result, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kollam,Corporation,Kollam,5,"health,electricity",54,"KL02_HEA,KL02_ELE",Submitted,20-01-2026,20-01-2026
CMP_00575,"I would like to report a problem that has been ongoing for some time. water availability has reduced significantly in our locality residents are struggling to manage daily household activities Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Thrissur,Municipality,Chalakudy,9,water,57,KL08_WAT,Resolved,07-07-2025,13-07-2025
CMP_00576,"I would like to report a problem that has been ongoing for some time. Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Idukki,Municipality,Kattappana,12,health,71,KL06_HEA,Forwarded,15-06-2025,19-06-2025
CMP_00577,"I would like to report a problem that has been ongoing for some time. Due to this issue, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Pathanamthitta,Municipality,Pandalam,18,revenue,49,KL03_REV,Resolved,08-03-2025,18-03-2025
CMP_00578,"I would like to report a problem that has been ongoing for some time. voltage fluctuations are damaging our home appliances we are facing continuous outages without any notice Due to this issue, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Kannur,Grama Panchayath,Thirumeni,15,electricity,69,KL13_ELE,Resolved,24-05-2025,22-06-2025
CMP_00579,"This complaint is regarding a serious problem we are facing. garbage has not been collected for many days the area has become very unhygienic and smells bad Because of this, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Kasaragod,Grama Panchayath,Delampady,11,waste,43,KL14_WAS,Forwarded,29-01-2026,30-01-2026
CMP_00580,"This complaint is regarding a serious problem we are facing. Because of this, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Kannur,Grama Panchayath,Muzhakkunnu,12,revenue,59,KL13_REV,Resolved,04-06-2025,25-06-2025
CMP_00581,"We are facing difficulties in our area and need help. Because of this, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Kasaragod,Municipality,Kanhangad,4,revenue,54,KL14_REV,Submitted,10-12-2025,10-12-2025
CMP_00582,"We are facing difficulties in our area and need help. the situation has become worse especially during rainy days many parts of the street are broken and causing trouble for vehicles As a result, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Kannur,Grama Panchayath,Cherukunnu,13,road,54,KL13_ROA,Submitted,05-10-2025,05-10-2025
CMP_00583,"We are facing difficulties in our area and need help. Because of this, many families are struggling because of this situation Immediate action would be highly appreciated.",Ernakulam,Municipality,Perumbavoor,1,revenue,31,KL07_REV,Submitted,03-06-2025,03-06-2025
CMP_00584,"This complaint is regarding a serious problem we are facing. people are finding it difficult to travel due to poor road condition the situation has become worse especially during rainy days As a result, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Malappuram,Grama Panchayath,Karulai,4,road,43,KL10_ROA,Resolved,13-04-2025,01-05-2025
CMP_00585,"I would like to report a problem that has been ongoing for some time. we are not getting proper water supply for the past few days water availability has reduced significantly in our locality As a result, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Alappuzha,Grama Panchayath,Kainakary,20,water,62,KL04_WAT,Forwarded,01-06-2025,04-06-2025
CMP_00586,"This complaint is regarding a serious problem we are facing. sometimes there is no water at all during important hours water availability has reduced significantly in our locality Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Thrissur,Grama Panchayath,Kolazhy,3,water,54,KL08_WAT,Forwarded,24-07-2025,28-07-2025
CMP_00587,"We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances there are frequent power cuts happening throughout the day Because of this, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Kannur,Corporation,Kannur,3,"health,electricity",63,"KL13_HEA,KL13_ELE",Forwarded,18-01-2026,23-01-2026
CMP_00588,"This complaint is regarding a serious problem we are facing. we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Kannur,Corporation,Kannur,13,electricity,49,KL13_ELE,Submitted,07-12-2025,07-12-2025
CMP_00589,We are facing difficulties in our area and need help. garbage has not been collected for many days the area has become very unhygienic and smells bad This has led to a situation where many families are struggling because of this situation Immediate action would be highly appreciated.,Thiruvananthapuram,Grama Panchayath,Kallikkad,10,waste,43,KL01_WAS,Resolved,22-04-2025,12-05-2025
CMP_00590,"I would like to report a problem that has been ongoing for some time. garbage has not been collected for many days the area has become very unhygienic and smells bad the roads in our area have become extremely damaged with deep potholes many parts of the street are broken and causing trouble for vehicles Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Palakkad,Grama Panchayath,Sreekrishnapuram,4,"waste,road",50,"KL09_WAS,KL09_ROA",Forwarded,22-09-2025,23-09-2025
CMP_00591,"This complaint is regarding a serious problem we are facing. many parts of the street are broken and causing trouble for vehicles the roads in our area have become extremely damaged with deep potholes Due to this issue, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Kottayam,Grama Panchayath,Manimala,3,road,50,KL05_ROA,Resolved,05-03-2025,16-03-2025
CMP_00592,"I would like to report a problem that has been ongoing for some time. water availability has reduced significantly in our locality sometimes there is no water at all during important hours Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Kasaragod,Grama Panchayath,Manjeshwar,5,"revenue,water",67,"KL14_REV,KL14_WAT",Submitted,10-12-2025,10-12-2025
CMP_00593,I would like to report a problem that has been ongoing for some time. water availability has reduced significantly in our locality residents are struggling to manage daily household activities electricity supply is very unreliable in this area we are facing continuous outages without any notice This has led to a situation where it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.,Malappuram,Grama Panchayath,Ponmala,20,"water,electricity",57,"KL10_WAT,KL10_ELE",Resolved,16-12-2025,25-12-2025
CMP_00594,We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances there are frequent power cuts happening throughout the day the area has become very unhygienic and smells bad garbage has not been collected for many days This has led to a situation where many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.,Kasaragod,Grama Panchayath,East Eleri,2,"electricity,waste",57,"KL14_ELE,KL14_WAS",Submitted,05-09-2025,05-09-2025
CMP_00595,"I am writing to bring attention to an issue in our locality. sometimes there is no water at all during important hours residents are struggling to manage daily household activities As a result, many families are struggling because of this situation Immediate action would be highly appreciated.",Thiruvananthapuram,Grama Panchayath,Nanniyode,17,"health,water",54,"KL01_HEA,KL01_WAT",Submitted,25-04-2025,25-04-2025
CMP_00596,"I would like to report a problem that has been ongoing for some time. Because of this, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Malappuram,Municipality,Ponnani,11,health,43,KL10_HEA,Forwarded,25-07-2025,26-07-2025
CMP_00597,"We are facing difficulties in our area and need help. there are frequent power cuts happening throughout the day electricity supply is very unreliable in this area Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Thrissur,Municipality,Irinjalakuda,4,"health,electricity",68,"KL08_HEA,KL08_ELE",Forwarded,12-07-2025,17-07-2025
